timestamp,symbol,action,entry_price,target_price,stop_loss,signals,confidence
2026-06-19T21:08:07.075190,SBIN,BUY,1035.5999755859375,1066.6679748535157,1025.2439758300782,"['MACD_bullish_crossover', 'uptrend_MA']",2
